comment,label
keren kk adminnya layan sangat baik terimakasih moga mwdia jembatan cari kerja beri kerja sukses terus kitalulus terimakasih,positif
sangat bantu yg baru lulus sekolah yg alam semangat ka,positif
download klo dh batas limit bwt apa ribet hrus upgrade plus sgla ga kaya apl sedia loker gratis aman lgi cari fulus peser aja susah klo bwt naro lamar mh ga usah lh pke hrus upgrade sgla ribet kcuali kait profil nya lah,negatif
aplikasi bagus job bintang si naik terima kasih aplikasi lulus moga banyak manfaat nya,positif
terima kasih lulus aplikasi cari kerja rumah online banyak tau lowong kerja buka moga sukses kembang terus depan aplikasi lulus,positif
aplikasi sangat bagus mudah buat cv instan terimakasih,positif
aplikasi bagus banget cocok buat fresh graduate nih buru instal aplikasi kalo punya uang lebih beli paket kitalulus pro nya terimakasih,positif
aplikasi bagus bantu orang yg kurang paham segi lamar kerja buat cv,positif
aplikasi hoaks banyak lowong kerja freelance tipu sini mohon saring usaha buat iklan lowong kerja freelance atas nama admin kitalulus mohon update lg syarat tentu laku buat kerja bukan usaha moga saran terima jadi lebih baik aplikasi,negatif
aplikasi sangat bantu mudah cari kerja adminnya ramah cepat respon moga depan lebih kembang amiin,positif
aplikasi buat cari kerja bagus fitur komunitas buat sharing loker latih latih kerja,positif
aplikasi sangat bantu cari kerja pokok baik,positif
coba bantu dapet loker freelance lulus paksa haru top mauterus ancam misal mau top data masuk bank pinjam lulus tindak lanjutin percaya aplikasi,negatif
aplikasi sangat mudah cocok utk rekan pencaker mula,positif
aplikasi sangat untung milik anak ajar buat tambah tambah uang jajan sekolah,positif
mudah mudah aplikasi manfaat beri info real mudah hubung dapat apa sedang kan,positif
ga jelas klik link buat sini bukan langsung pt buat aply lamar malah selalu ga padahal informasi pas cari ga,negatif
aplikasi sangat bantu cari kerja adminnya sangat responsif beri bantu,positif
aplikasi sangat bagus cari kerja adminnya ramah poll tangan keluh guna aplikasi terimakasih lulus,positif
aplikasi sangat baik bantu cari kerja,positif
aplikasi sangat bantu sekali butuh karyawan respon admin sangat cepat makasih aplikasi sdh thn,positif
aplikasi bagus banget customer servicenya ramah,positif
aplikasi sangat bantu lamar kerja adminnya fast respon,positif
sangat bantu cari kerja posting loker,positif
aplikasi sangat bantu cari kerja cara pakai nya sangat mudah layan nya sangat ramah bantu sekali,positif
aplikasi simpel cari kerja sangat bantu anggur,positif
aplikasi sangat bantu buat cari kerja fiturnya yg sesuai tau lokasi kerja sesuai domisili,positif
aplikasi lot sekali masuk aplikasi lambat sekali padahal pake data pake wifi tetap,negatif
apk cacat daftar terlalu ribet kalo alam ga perlu umbar bsa bicara face face apk nya banyak jadi cacat bikin apk nya,negatif
aplikasi nya mantap sangat bantu rekruter cari kerja,positif
aplikasi bantu buat cari kerja terimakasih lulus moga bantu sama kerja thankyou,positif
mudah sekali buat akun banyak lowong kerja sedia sesuai preferensi,positif
kasih bintang harap aplikasi moga bantu sangat butuh kerja ganggu maupun mahasiswa terimakasih,positif
aplikasi sangat bantu adminnya merespon baik cepat bantu orang cari kerja ingin moga depan makin sukses kembang baik aamiin x,positif
sangat bantu aplikasi luarbiasa terimakasih developer moga aplikasi makin kembang jadi baik bidang,positif
aplikasi sampahgak kalau download mending jangan download biar nyesal aja udah beli paket rb sekiantapi hasil nihil lokerloker aplikasi hanya buah panjang doang kagak hasil hampir tahun daftar lamar tunggu rambut kepala putihkagak panggil udah gitu notif aplikasi email iklanjujur sangat menggangu sekali memang sesal selalu datang lambat,negatif
sangat bagus pemulasaya jadi lamar kerja apas mau karna sesuai mampu masing masing terimakasih lulus,positif
apk bagussemoga bs dpat kerja dr aplikasi kasih bintang dulu karna lamar yg kirim blm bs batal nya,positif
kerenn aplikasi gak ribet sangat bantu cari kerja,positif
aplikasi sangat tarik cocok orang cari kerja,positif
fakta tarik kerja nyabisa buat smpsma irt banyak kerja admin online rumah mudah mudah,positif
buat siapa yg pake aplikasi liat loker yg isi ngasih reward k cuma daftarreviewinstall suatu aplikasi pake logo kitalulus promosi jangan pernah daftar arah grup wa yg isi cuma muter buat instal iniitu ngasih misi iniitu iming reward yg gak jelas gak tau kitalulus boleh scam spt banyak korban daftar pake ktp selfi aja curi data,negatif
jauh aplikasi lulus sangat recomended cari kerja terimakasih lulus bantu cari kerja temu lowong mudah,positif
bagus sih apk nya pernah panggil pt global expres sayang tdk datang tdk kendara waktu ongkos tdk punya jadi bingung coba lamar tp tdk undang,positif
keren sekali bantu generasi muda cari kerja aman percaya,positif
cari cari kerja sini mudah banyak promosi buat punya alam maupun punya alam sekalipun,positif
aplikasi nya benar benar bantu cari loker beri informasi kait loker lamar susah bantu customer nya lalu wa senang interaksi customer nya layan sangat baik puas,positif
tampil oke mudah guna dapam cari kerja layan admin ramah cepat,positif
aplikasi lulus sangat manfaat banget cari kerja terimakasih,positif
aplikasi mudah akses cocok fress graduate yg sedang cari kerja karna banyak pilih,positif
kasih bintang dulu banyak loker yg update moga admin lulus baca komen,netral
data data yg isi sangat lengkap cepat proses sesuai ingin cari kerja,positif
apk sangat bantu dapat kerja mudah,positif
sangat recommended buat cari informasi kerja,positif
email notifikasi promosi jangan terlalu sering,negatif
admin fast respon keren apk nya mohon tingkat terus kwalitas nya thankyou kak,positif
mohon baik sinyal udah full gak keluar info aplikasi,positif
sangat mudah sekalidan kalau cepat respon tentng lamar yg kirim,positif
baik soal cari kerja mau muncul selalu loading terus padahal koneksi kondisi internet sangat bagus respon nya baik terima kasih,negatif
sangat manfaat cari karyawan cari kerja langsung ordal alias orang,positif
udah masuk beberapa lamar selalu tindak lanjut hubung bagai lowong tutup,netral
bagusstapi jawab gagal lamar terkadang anehseperti datang padahal konfirmasi utk datang interviuw,positif
aplikasi sangat bagus keren cari kerja firurnya lengkap mudah paham,positif
knp ka minta update terus gilir baharu gabisa terus,negatif
rasa mengupdate aplikasi masuk aplikasi malah muncul notifikasi update terus pihak aplikasi memperbaikin bug sebut,negatif
lulus sih eror udah baru aja tulis baru masuk aplikasi,negatif
suruh baru tpi ga sedia tmpt baru nya yg mana aneh,negatif
baru aplikasi kok tetap opsi baru aplikasi unistall install tetep minta update dong baik login,negatif
aplikasi minta baru play store ga update nya bug gimana emang ga android,negatif
ga buka padahal udh baru pas udh baru buka apk nya malah minta baru gimana solusi nya min,negatif
idh update malah mumcul suruh update balik play store udh beres update gmn sih,negatif
update versi baru selalu muncul pemberitahuan update udah coba uninstal tetep muncul,negatif
minta update update masuk aplikasi tulis update baik,negatif
sangat rekomen utk cari kerja karna guna slalu cepat dpt panggil kerja keren habis,positif
berkat aplikasi lulus mudah cari kerja,positif
aplikasi cukup bantu kamu baru lulus universitas udah sedia buat cv bagaimana fikss si download apk benerbener bantu kaum fresh graduate,positif
apk loker terbaikkk ngelamar update jawab rekruter cs nya baik bantu,positif
bantu mau lengkap profil mau upload cv foto selalu gagal padahal jaring bagus device hp bagus respon kasi dulu klo baru kasi,negatif
lowong sedia makin sedikit iklan makin banyak ganggu,negatif
makas apk nya guna banget ajar dapat uang saku extra bantu ortu,positif
buffering terus tampil halaman sama pas cari lowong kerja ga muncul padahal sinyal jaring nya bagus,negatif
aplikasi bagus mudah guna cuma satu jelek selalu loading,positif
knpa beberpa hari aplikasi nya gak buka cari kerja sesuai jobdesk mampu tp gak muncul cari aja padahal aplikasi upgrade,positif
sangat baik ajar yg dalat uang tambah rumah,positif
riwayat lamar kosong terus padahal udah beberapa kali apply bantu kak,negatif
bulan lalu bayar qris sekarang langsung arah pulsa tadi jam malam beli paket plus sekarang jam siang gak akses kelas ajar,negatif
lebih banyak promosi aplikasi nya info lowong nyalagi nunggu kabar lowong terima tidaknyayang muncul selalu iklan promosi aplikasi nya,negatif
aplikasi sangat bagus mudah cari buah kerja mulai part time full time banyak pilih kerja usaha bagai daerah indonesia,positif
aplikasi mudah cari kerja semua bidang kerenn semogaa lulus kembang baru,positif
aplikasi lowong palsu tipu udh jauh jauh tpi sesuaimalah minta biaya buat jadi bagi karyawannyatolong dong pihak aplikasi banyak orang orang jadi korban kasi pernah kerja apa jauh jauh maaf bilang komentar salah,negatif
cukup bagus aplikasi buat cari kerja udah pernah panggil interview sayang gak terima beberapa lamar lolos awal lanjut lama sih sama apk buat cv otomatis cakep banget,positif
baik kena pialang loker yg aplikasi padahal butuh bgt kerja malah dapet loker bodong mungkin tingkat depan,negatif
aplikasi bagus buat cari kerja banyak opsi bidang kerja batas didik lokasi kerja alam non alam banyak banget tinggal pilih buat bikin cv,positif
aplikasi kitalulus jadi selamat buat fresh graduate banyak banget lowong sesuai sama minat kualifikasi fitur cari gampang banget dipake pokok wajib banget buat kamu nyari kerja pertama,positif
tampil tarik mudah paham filter lengkap jadi sangat bantu sekali sortir kategori cocok sayang semenjak fitur chat hrd tiada rasa lamar kerja cuma lewat paling status lihat bahkan terang sama sekali lamar tahu jelas bagaimana progres lamar kerja bahkan remindernotifikasi,positif
masyaallahalhamdulillah akhir temu aplikasi bener bukti penghasilannyaadminnya baik misi mudah dipahamisaya suka sekali aplikasinyasemoga amanah barokah rezekinyaterima kasih amanahsemoga makin jaya,positif
aplikasi kitalulus sangat bantu cari kerja bnyak bnget lowong pilih sesuai inginkandan respon adminnya sangat cepat jadi kalo bingung tanya langsung tanya lewat wa admin kitalulus lngsung direspon lama jam operasional terimakasih bnyak kitalulus,positif
terimakasih lulus kendala responnya cepat guna aplikasi cari kerja bagus detail bantu lihat lowong kerja sedia moga depan jadi lebih baik,positif
aplikasi bagus latih interview nya jugaa cocok buat baru lulus sekolah admin nya fast respon sama ramah makin suskes buat depa moga baik selalu serta,positif
terimakasih kitalulus sangat mudah cari kerja cari kerja bagai posisi semua bidang kerja semua moga depan lulus lebih baik aplikasi kurang buka aplikasi ada faktor kurang fitur tarik buat cv cuman bayar sedikit moga banyak fitur gratisny muat cvmantap,positif
aplikasi bagus banyak sedia alam kerja dapat banyak pilih kerja part time paruh waktu fulltime aplikasi yng sangat bagus mudah lamar,positif
sangat puas aplikasi kitalulus antarmuka guna sederhana intuitif mudah cari kerja sesuai kualifikasi fitur notifikasi lowong kerja baru sangat bantu tinggal informasi penting,positif
aplikasi keren buat cari kerjabanyak lowong kerja real lulus sangat bantu buat bikin cv keren komunitas ajar sangat manfaat buat kembang karier buat cari kerja mula coba download apk lulus,positif
meski butuh effort hingga keluh selesai user kitalulus employer terima kasih atas tanggap selesai masalah walaupun tetap sayang tanggap harap datang user ada darurat frustasi,positif
aplikasi yg bagus banyak sedia yg alam kerja good dapat banyak pilih kerja part time paruh waktu full time banyak sekali lokasi kota maupun luar kurang bagi respon terima lamar lihat rekruter moga app terus kembang maju mudah yg blum punya kerja semangat,positif
aplikasi sangat rekomendasi sedang cari kerja banyak pilih usaha posisi tim support sangat cepat apabila beri respon apabila sulit guna fitur aplikasi moga segera kerja sesuai,positif
apk aneh si ku lowong nya yg tampil nya aja ga lengkap cari loker daerah keluar nya daerah bmana ngelamar selalu nyantol tahap seleksi muluada buat freelance malah suruh top duludi suruh survey hasil gagal kata ga sesuai sama profil,negatif
uwauuwww aplikasi ngebantu sekali buat cari kerja banyak fitur sedia mudah cari lowong customer servicenya ramah fast respon,positif
masyaallah aplikasi sangat mudah cari kerja sesuai alam bidang apa admin nya baik bentuk komunikasi fast respon detail arah mula yg tau apa poko best lah,positif
aplikasi sangat bantu cari dapat kerja sesuai apa ingin fitur fiturnya lengkap terimakasih banyak bantu cari lowker depan lebih sukses lulus tetap jadi aplikasi guna masyarakat,positif
aplikasi bagus sedang anggur butuh kerja banyak lowong kerja sedia rekomendasi sesuai mampu moga cepat dapat kerja aplikasi kitalulus,positif
sangat bantu iklan sangat menggangu scroll malah otomatis buka shopee klo sekali oke kali kali gk lanjut scroll alias lihat awal,negatif
aplikasi nya bagus banget banyak pilih kerja yg pilih sesuai ingin jga misi jga jalan buat tambah cuan jajan tampil yg sederhana mudah cari lowong kerja inti best deh buat lulus baru yg mash belm dapt kerja rekomen si,positif
aplikasi sangat bantu mencaripekerjaan sedia bagai macam bidangpekerjaan baru aplikasi fiturnya jugalengkap mudah paham customer servicenya ramahfast respon bantu saatkita alami kendala terimakasih,positif
update lowong kerja nya sangat jarang sekali dulu guna lulus akhir infoupdatan loker nya sangat jarang sekali bahkan aplikasi belah lebih aktif lebih banyak pangilan kerja nya,negatif
aplikasi allo bank bagus banget buat sering transfer gamau biaya admin aku sering pinjem aplikasi allo bank walaupun bunga nya besar tarik kapa gatakut sih soal nya awas ojk,positif
awal sempet bingung pakai aplikasi nyata fitur bantu sangat bantu adminnya ramah fastrespon mudah cari loker,positif
aplikasi sangat praktis mudah fresh graduate baru mulai cari kerja kendala langsung hubung via whatsapp lulus adminnya super duper cepat merespon sangat ramah terimakasih lulus,positif
apk sangat bantu mudah cari kerja apk kitalulus milik fitur lengkap bnyak usaha yg buka lowong kerja apabila jadi kendala langsung lapor pusat bantu admin nya sangat ramah respon nya sangat cepat selesai masalah thanks apk kitalulus,positif
salah satu aplikasi lowong kerja baik tambah bagai fitur mudah cari kerja cari kerja mudah,positif
aplikasi nya sangat bantu guna banyak orangdan aplikasi kitalulus cari kerja sesuai kriteria loker baru selalu nontifikasi nya ama kasih kitalulus udah mau bantu cari kerja,positif
aplikasi sangat guna bantu banyak orang cari kerja sesuai kriteria loker notifikasi langsung jadi gak tinggal info adminnya baik fast respon bangettttt kalau kendala,positif
aplikasi sangat bantu cari kerja sedia bagai macam bidang kerja baru aplikasi fiturnya lengkap mudah paham customer service nya ramahfast respon bantu alami kendalathank,positif
aplikasi sangat bantu mudah cari kerja sangat bantu ada aplikasi kitalulus admin nya ramah ngasih info solusi kalo kendala,positif
apk nya keren bangettt bikin cv pake ai banyak usaha yg tarik buat rekrut aku padahal aku ga punya alam kerja pokok rekomended bangetttt,positif
aplikasi sangat bantu cari kerja sampai ngga membingungkanbalasannya ramah mudah dipahamii cukup bantu banget aku pernah kerjaa,positif
aplikasi bangus bangat cari freelance banyak fiturfitur kerja sedia fitur buat cv aplikasi gaji lumayan buat jajan buat healing,positif
aplikasi sangat bantu mudah cari kerja sangat bantu ada aplikasi kitalulus aplikasi kitalulus milik fiturfitur lengkap sangat mudah guna banyak usaha buka lowong kerja tentu laku kece lebih jadi kendala langsung lapor pusat bantu admin nya sangat ramah responnya sangat cepat selesai masalah terimakasih,positif
bagus banget buat nyari loker cuman yg khusus smp tahu bagaimana cara lamar kerja yg benar lebih baik kembang skill dlu karna gampang terima skill kurang admin nya fast respon wah wah,positif
aplikasi sangat bantu fitur lengkap antarmuka intuitif kitalulus bantu jalan tuju karir jadi lebih mudah senang terima kasih tim kembang,positif
aplikasi paling baik aplikasi pencaker kelas macam jobstreet linkedin pintar sering andal kitalulus buat cari kerja sulit rasa umur tahun terus usaha doa moga dapat kerja lalu aplikasi amiin,positif
masuk aplikasi baik bagus mudah cari kerja loker moga depan operasi lebih baik fitur lebih praktis mudah lengkap,positif
aplikasi yg mudah cari kerja sesuai alam bidang apa admin nya baik bentuk komunikasi fast respon detail arah mula yg tau apa poko best lah,positif
bantu banget klo buat nyari referensi kerjaa template cv buat langsung poko baguss banget aplikasi nyaa ga nyesel poko,positif
halooo minn mau ucapin banyak terimakasih atas sedia aplikasi luas lowong kerja khusus lulus kuliah fresh graduate teman teman minat lanjut kerja ajar baik siswa mahasiswa aku aplikasi sangat manfaat sekali jadi suatu alas dapat kerja sesuai minat bakat sayasemoga aplikasi makin kembang,positif
aplikasi sngat bantu dlam cari kerja pilih kerja apa ingin sesuai mampu layan nya sngt baik bangetdan respon sngat cepat yu siapa mau ikut,positif
apk sangat bantu rekomended sekali bantu banget buat cv cepat simple cara cari loker nya mudah sesuai butuh admin nya gercep tanya,positif
aplikasi sangat bagus mudah sedang butuh kerja baik lengkap profil halaman profil klik jadi segera baik terimakasih,positif
aplikasi sangat bantu cari pekerjaankita pilih kerja apa ingin sesuai mampu layan adminyapun sangat baik fast respon bangettt sedang butuh kalau dala,positif
aplikasi yg sangat bantu cari kerja banyak pilih jenis kerja tipe kerja buat cv kalau kendala langsung lapor layan sangat baik moga makin upgrade depan,positif
gokil banget sihh sama aplikasi sedia loker sesuai kriteria kitaaplikasinya mudah gunakansimple baik segi tampilanfast respon bantu tangan masalah pokok best dehhdan sangat rekomendasi temanteman ken cari kerja sekolah kuliah,positif
rekomend banget buat temanteman butuh kerja sedang cari info loker aplikasi lulus sangat sangat sangat bantu sekali bikin cv keren dehh buat aplikasi lulus,positif
aplikasi sangat simple lot fiturnya sangat sederhanahanya cari kerja guna fitur cv otomatis sangat guna kalo sekali tambahin fitur surat lamar otomatis thanks,positif
klik link lalu media sosial tentu aplikasi lempar link tuju malah stuck halaman utama sangat bantu sangat batas informasi,positif
aplikasi bagus mudah cari loker ngasih misi hadiah udah x ikut bayar terus enggak kaya aplikasi belah pintar misi cuma hasil sekali sisa gagal terus settingan biar gak tarik reward sukses selalu lulus,positif
aplikasi sangat guna bantu banyak orang sesuai kerja cocok apa loker notifikasi langsung jadi gak tinggal info deh mudah orang buat cv jadi ngak ribet nulis ngabisin banyak kertas good lah pokknya,positif
aplikasi sangat bantu cari kerja aplikasi selalu update banyak pilih jenis kerja daerah tipe kerja ingin kaka kitalulus nya baik slow respon hihii,positif
aplikasi sangat bantu proses cari kerja bahkan pilih mau kategori kerja apa banyak fitur sedia kakak adminnya sangat ramah fast respon suatu kendala segera selesai baik terimakasih tim lulus,positif
aplikasi sangat bantu cari kerja cocok kaum mahasiswa yg cari part time jenis pokok rekomendasi banget apk tentu adminya fast respon terimakasih,positif
aplikasi sangat bantu cari kerja sedia bagai macam bidang kerja baru aplikasi fiturnya lengkap mudah paham cs nya ramah fast respon thank,positif
gokil sih apk buat mau cari kerja cukup gampang banget akses paling penting gabikin pusing ga ribet pilih usaha cukup agam selalu date sama paling penting cs nya fast respon,positif
aplikasi sangat bantu cari kerja tampil tarik mudah guna aplikasi guna buat cv interaksi sama komunitas sedia menu ajar kendala tanya kait aplikasi direspon cepat,positif
aplikasi mudah cari kerja fiturfitur mudah guna contoh pilih jenis kerja tipe kerja ingin aplikasi imi dapat buat cv otomatis apabila kendala langsung lapor pusat bantu adminya fastrespon ramah terimakasihh,positif
aplikasi sampah login selalu kena spam padahal cuman kasih kerja aplikasi gajelas mau untung sendiri buat kalian gausa download aplikasi jijik,negatif
gimana sih aplikasinyaudah coba hp tetap aja mau akses aplikasinyapas mau log pesan notifikasi nya masuk terus udah gitu kalau log kata baik aplikasi payahhh,negatif
senang banget ketemu aplikasi bagus buat cari kerja karna sini banyak banget sedia bagai macam bidang kerja rekomendasi kerja sesuai bidang trus lihat status lamar kerja tahap apa tanya adminnya fast respon ramah terimakasih,positif
terlalu sering update tp layan sangat kecewa kirim lamar langsung yg hubung dgn wa malah sama rekrut suruh kirim lewat email lantas apa guna ngisi data lengkap aplikasi kalo ujung pas udah masuk wa malah suruh kirim lamar lengkap email bawa hardcopy interview blm loker freelance kitalulus abrek bukan bantu mudah lamar malah promosi diri sendiri yg review bintang buzer bayar semua,negatif
aplikasi mudah cari kerja freshgraduate fiturfitur mudah guna pilih jenis kerja tipe kerja ingin aplikasi buat cv otomatis apabila kendala langsung lapor pusat bantu informasi lebih lanjut miminnya fastrespon ramah terimakasih banyak,positif
udah x kerja aplikasi kitalulus penting ikhtiar doausaha alhamdulillah kitalulus aku dapet jarak tempat lokasi kerja jangkau terima kerja jga selalu sesuai jurus kuliah alam kerja belum alhamdulillah kalo lebih prefeer buat cv sendiri ambil template cnv upload cv isi profil detail lengkap pokok foto profil tarik jgn foto selfie inti ajar dri salah,positif
aplikasi nya bagus banget mudah guna cari kerja tambah lgi layan nya sangat ramah sangat bantu mula terimakasih buat aplikasi,positif
aplikasi sangat bagus bantu mudah temu loker seluruh kota indonesia lengkap fitur buat cv ajar kena tes psikotes lamar kerja yg akses gratis serta video ajar cs lulus sangat bantu tanggap tanya guna sangat ramah terimakasih lulus moga terus kembang jadi yg baik mudah orang orang cari kerja,positif
aplikasi rekomend banget buat cari kerja karna dapat bagai banyak tawar kerja sesuai bidang cari ingin dapat fiturfitur mudah guna guna semua lulus dr lulus sma smk,positif
aplikasi sangat bagus cari kerja hadir fiturfitur mudah paham respon pusat bantu sangat baik bantu rasa sulit tanya kait aplikasi atau kerja,positif
suka banget sama aplikasi sedia loker sesuai dgn kriteria yg cari aplikasi mudah digunakanbaik segi tampil seluruh sdah oke fast respon bantu tangan masalah jelas mudah paham yg paling aku suka info loker nya date baru,positif
rekomen banget aplikasi ny mudah cari kerja aplikasi selalu update bnyak jenis kerja ingin fiturnya mudah paham kendala respon tangan cepat layan ny baik,positif
tampil guna cukup simpel sayang lokasi lokernya sesuai cari daerah keluar z banyak pt jelas outsourcing baru,negatif
aplikasi mudah cari kerja fiturfitur mudah guna contoh pilih jenis kerja tipe kerja ingin aplikasi buat cv otomatis apabila kendala langsung lapor pusat bantu miminnya fastrespon ramah terimakasih,positif
aplikasi buat cari loker sangat bantu usah lebih kali dpt panggil aplikasi kitalulus kalo kendala chat adminnya adminnya sangat fast respon bantu banget terimakasih aplikasi kitalulus,positif
rekomendasi buat temen nyari info loker aplikasi selalu update banyak pilih jenis kerja daerah tipe kerja ingin fiturnya jelas mudah paham kendala tangan cepat layan baik,positif
aplikasi bagus banget sini temu bagai lowong kerja cari dasar kota ingin fitur buat cv nya sangat bagus terimakasih kitalulus,positif
aplikasi bagus cari kerja banyak opsional saran masuk lebih baik apabila tambah fitur unruk ganti email karena customer butuh fitur sebut selebihnyaa baguss,positif
aplikasi bagus buat orang cari kerja sesuai butuh tipe kerja sedang cari fitur jelas mudah paham seluruh bagus terimakasih min,positif
punya login kalau tekan reaksi apa udah hapus aplikasi nya download x tetep masalah sinyal lancar oke aja sih kendala doang kalau tekan login bantuin dong min,positif
customer service nya fast respon baik bahasa sopan nyaman beri jawab customer punya akun nonaktif nyata permanen saran depan moga beri layan akses kembali aktif akun terimakasih,positif
aplikasi bagus banyak ubah pas akhir pakai jadi masalah pernah panggil buat interview nyari pegawaicrew pernah merespon sama sekali,negatif
cuma mau ngasih saran tambah kontak usaha kaya email nomor telepon dimunculin pas info lebih lanjut aja kaya pas dikabarin wawancara mudah hubung kan kontak ga nentu punya usaha jadi punya hrd nya meski sistem lamar perlu chat hrdnya langsung buat lamar aplikasi kan ga kontak sama sekali aja kali sekarang kalo udah dipenuhin kasih bintang,negatif
tampil memang mudah paham tata bahasa kadang sulit paham tambah contoh baik bug sedang edit etik profil simpan apa kata tepat apa tahu contoh terimakasih min,negatif
aplikasi sangat bantu cari kerjaada bagai fiktur tambah sangat bantu hendak cari kerja terus adminnya fast responn bangettt sukaakk,positif
aplikasi cocok orang dapat loker sesuai butuh tipe sedang cari pandu jelas mudah paham masuk ada filter kerja sangat mudah cari sesuai ingin,positif
aplikasi bantu bgt cari kerja fiturfiturnya mudah guna loker aplikasi date baru pokok bantu bgt proses lamar cukup mudah cari kerja,positif
seluruh sih udah baguscuma kalo bagi riwayat lamar lamar terima udah ttup hapus sendiribiar loker yg baru lamar gak ketutupankarena skg pas update jadi gak karuan tampil,positif
aplikasi cocok orang cari kerja sesuai butuh tipe kerja sedang dicaripanduanya jelasdan mudah dimeengerti info lokernya sangat update banya sekali piliham sesuai ijaza punya,positif
seluruh sangat baik aplikasi kitalulus sangat manfaat orang cari kerja admin nya sangat ramah mudah erti paham sangat bantu jelas nya kendala terimakasih kitalulus,positif
aplikasi cocok orang dapat loker sesuai butuh tipe sedang cari pandu jelas mudah paham segi terampil seluruh bagus masuk filter bagus mudah cari kerja butuh ingin,positif
bagus aplikasi lebih simpel mudah guna baru tempat buka lowong tutup baik langsung filter hapus mulai lowong dapat menu riwayat lamar terimakasih,positif
aplikasi lulus memang sangat bantu mudah cari loker respon cs nya benar benar cepat ramah muas aplikasi bantu banyak orang sulit keluar cari loker moga aplikasi terus kembang baik makin sukses,positif
aplikasi putar informasi lowong kerja seluruh indonesia mudah guna menu filter cari jadi lebih mudah guna proses rekrut mudah lalu wa email aplikasi langsung informasi tambah konfirmasi langsung admin kitalulus jawab beri sangat detail ramah sangat bantu terimakasih kitalulus moga fitur aplikasi lebih baik depan,positif
aplikasi cocok orang cari kerja sesuai butuh tipe kerja sedang cari pandu jelas mudah erti seluruh bagus saran aplikasi milik beberapa opsi login pacu satu opsi login satu opsi milik opsi,positif
info soal lokernya lengkap bagai tingkat didik isi biodata lengkap guna cv template yg sedia sempat kendala cs nya baik langsung merespon baik masalah sebut,positif
benar aplikasi bagus cuma usaha yg lumayan lama buka lokernya entah dr pihak sana aplikasi nya yg update loker lama tutup apa belum saran aja sih kalo udah lebih bln mending close yg lama soal yg liat lebih dr bln,positif
info lokernya update banyak pilih sesuai ijazah punya udah bagus banget cuman akhir masukin lowong lama banget gak kabar pikir gak terima lama buka nyata pesan kalau lolos seleksi awal jadi notifnya gak muncul gak tau kalau pesan masuk waktu udah lewat jadi gak proses seleksi awal sad,positif
aplikasi putar informasi lowong kerja seluruh indonesia mudah guna menu filter cari jadi lebih mudah guna proses rekrut mudah lalu wa email aplikasi langsung informasi tambah konfirmasi langsung admin kitalulus jawab beri sangat detail ramah sangat bantu terimakasih kitalulus moga fitur aplikasi lebih baik depan,positif
buat kalian fresh graduate siapa mau cari kerja sini apk paling jelas kualifikasi nya bug customer service nya ramah banget sukakkk semenjak lulus langsung download apk rating aja udah bagus percaya lah yaa fitur ganti email kembang gapapa tetep love sama aplikasi,positif
aplikasi sangat membantuterutama cari kerja sini dapat bagai informasi lowong pekerjaankomunitasnya adasangat manfaat semuanyasalam sukses moga makin banyak yg download aplikasi lulusterimakasih,positif
mahasiswa semua kalang cari kerja freelance aplikasi cocok bantu cari cuan sabar langsung aplikasi bagus kok coba aja,positif
aplikasi indonesia keren deh inovasi teknologi aku cariin kerja cuma hp mudah sekali guna ui nya bagus jauh kendala gimana lamar tiap buka loker baru update usaha eks terimakasih buat bener bantu banget kalian bikin kitalulus,positif
aplikasi putar informasi lowong kerja seluruh indonesia gampang guna menu filter cari jadi lebih mudah guna proses rekrut gampang lalu wa email aplikasi langsung informasi tambah kasus tipu pihak tanggung jawab konfirmasi langsung dgn admin kitalulus jawab admin sangat detail ramah sangat bantu terima kasih kitalulus moga fitur aplikasi lebih baik,positif
aplikasi enaksebagai org design puji aplikasi aplikasi banyak bug tampil ui nya nyamanterus paling gampang klikbperusahaan terang lowong apa yg sedia usaha itujuga banyak programprogram tarik lulussejauh paling bagus aplikasi lulus yg paling nyaman guna cari kerja data informasi,positif
aplikasi sangat bantu cari kerja banyak sekali lowong mana aplikasi tinggal memilahdan lebih efisien cari kerja sangat mudah guna paham,positif
sangat bagus akurat banyak sekali lowong kerja langsung terima rekruitmen keluarinbiaya bensin utk lamar kesana kesini cukup lewat aplikasi lulus sdh banyak rekruitmen cari kerja,positif
aplikasi nya sangat bantu lengkap banyak materi latih nya beberapa hari lancar kendala bagai waktu kala akses paket belajaraku nya,positif
aku rumah ajah aplikasi mudah ringkes gunain aku neng banget sama buat cv propil nya kok gampang banget buat tampil hp nya nyaman gak bikin pusing mata gak ribet klik isi buat akumakasi kitalulus udah buat aku coba lamar lamar doa panggil amin rejeki gak kemanayah banyak yah kerja,positif
info lokernya cukup banyak kualifikasi jelas program ajar bagus mentor baik jelas materi soal siap uji sesuai kisi paling bagi bahas lebih lengkap beberapa opsi yg perlu baik,positif
meski bom dpt kerja tp call centernya lulus gercep sih buat nnya kendala lamar yg apply usaha usaha tentu tetap ramah gercep terusss yaa moga aku cepat dpt kerja aplikasi aminnn makasihh,positif
aplikasi mudah banget buat mau cari kerja parttime freelance maupun full time csnya gercep banget jawab tanya aju guna moga depan lebih banyak lowong sedia khusus part time freelance thank u kitalulus,positif
